02:22:54.206 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,94] - De-registering from Nacos Server now...
02:22:54.213 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,114] - De-registration finished.
02:22:54.525 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
02:22:54.525 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@548946[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
02:22:54.525 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1681915700796_127.0.0.1_49594
02:22:54.527 [nacos-grpc-client-executor-2462] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1681915700796_127.0.0.1_49594]Ignore complete event,isRunning:false,isAbandon=false
02:22:54.529 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@56db2400[Running, pool size = 6, active threads = 0, queued tasks = 0, completed tasks = 2463]
02:22:54.665 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - [destroy,211] - dynamic-datasource start closing ....
02:22:54.676 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2138] - {dataSource-1} closing ...
02:22:54.682 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2211] - {dataSource-1} closed
02:22:54.682 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - [destroy,215] - dynamic-datasource all closed success,bye
19:29:26.456 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:29:26.927 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0
19:29:26.969 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 28 ms to scan 1 urls, producing 3 keys and 6 values 
19:29:27.009 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 23 ms to scan 1 urls, producing 4 keys and 9 values 
19:29:27.033 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 20 ms to scan 1 urls, producing 3 keys and 10 values 
19:29:27.060 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 22 ms to scan 1 urls, producing 1 keys and 5 values 
19:29:27.101 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 36 ms to scan 1 urls, producing 1 keys and 7 values 
19:29:27.125 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 20 ms to scan 1 urls, producing 2 keys and 8 values 
19:29:27.128 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
19:29:27.128 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$468/0x0000000800f3cc28
19:29:27.129 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$469/0x0000000800f3ce50
19:29:27.129 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
19:29:27.130 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
19:29:27.137 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:29:27.646 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1681990167454_127.0.0.1_52567
19:29:27.647 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0] Notify connected event to listeners.
19:29:27.647 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:29:27.648 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ef4d46f7-b361-4b18-ae3e-6764d6638732_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$480/0x000000080103cba8
19:29:27.725 [main] INFO  c.c.c.RuoYiCompetitionApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
19:29:30.605 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9205"]
19:29:30.606 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
19:29:30.606 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
19:29:30.747 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
19:29:31.331 [main] INFO  c.a.d.p.DruidDataSource - [init,996] - {dataSource-1,master} inited
19:29:31.332 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [addDataSource,154] - dynamic-datasource - add a datasource named [master] success
19:29:31.332 [main] INFO  c.b.d.d.DynamicRoutingDataSource - [afterPropertiesSet,234] - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
19:29:32.320 [main] INFO  c.a.c.s.SentinelWebMvcConfigurer - [addInterceptors,52] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
19:29:34.514 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of be1096f8-2fd1-45ad-8c8d-ea8a41475c35
19:29:34.514 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] RpcClient init label, labels = {module=naming, source=sdk}
19:29:34.516 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:29:34.516 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:29:34.516 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:29:34.517 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:29:34.641 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1681990174528_127.0.0.1_52590
19:29:34.641 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:29:34.641 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] Notify connected event to listeners.
19:29:34.642 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$480/0x000000080103cba8
19:29:34.673 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9205"]
19:29:34.693 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP cms-competition 192.168.1.4:9205 register finished
19:29:35.027 [main] INFO  c.c.c.RuoYiCompetitionApplication - [logStarted,61] - Started RuoYiCompetitionApplication in 9.176 seconds (JVM running for 10.059)
19:29:35.033 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=cms-competition, group=DEFAULT_GROUP
19:29:35.034 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=cms-competition-dev.yml, group=DEFAULT_GROUP
19:29:35.034 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=cms-competition.yml, group=DEFAULT_GROUP
19:29:35.200 [nacos-grpc-client-executor-9] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] Receive server push request, request = NotifySubscriberRequest, requestId = 38
19:29:35.203 [nacos-grpc-client-executor-9] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be1096f8-2fd1-45ad-8c8d-ea8a41475c35] Ack server push request, request = NotifySubscriberRequest, requestId = 38
19:29:35.447 [RMI TCP Connection(7)-192.168.1.4] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
21:14:14.925 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,94] - De-registering from Nacos Server now...
21:14:14.929 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,114] - De-registration finished.
21:14:15.250 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
21:14:15.250 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@504db2a[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
21:14:15.250 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1681990174528_127.0.0.1_52590
21:14:15.253 [nacos-grpc-client-executor-1432] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1681990174528_127.0.0.1_52590]Ignore complete event,isRunning:false,isAbandon=false
21:14:15.261 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@6fd10c51[Running, pool size = 5, active threads = 0, queued tasks = 0, completed tasks = 1433]
21:14:15.403 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - [destroy,211] - dynamic-datasource start closing ....
21:14:15.406 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2138] - {dataSource-1} closing ...
21:14:15.412 [SpringApplicationShutdownHook] INFO  c.a.d.p.DruidDataSource - [close,2211] - {dataSource-1} closed
21:14:15.413 [SpringApplicationShutdownHook] INFO  c.b.d.d.DynamicRoutingDataSource - [destroy,215] - dynamic-datasource all closed success,bye
21:36:27.229 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
21:36:27.675 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of 63acb6fc-b103-4c35-9ecd-e34f8955184a_config-0
21:36:27.718 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 24 ms to scan 1 urls, producing 3 keys and 6 values 
21:36:27.745 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 13 ms to scan 1 urls, producing 4 keys and 9 values 
21:36:27.758 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 3 keys and 10 values 
21:36:27.772 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 1 keys and 5 values 
21:36:27.784 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 1 keys and 7 values 
21:36:27.797 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 2 keys and 8 values 
21:36:27.799 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [63acb6fc-b103-4c35-9ecd-e34f8955184a_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
21:36:27.800 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [63acb6fc-b103-4c35-9ecd-e34f8955184a_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$468/0x0000000800f3d878
21:36:27.800 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [63acb6fc-b103-4c35-9ecd-e34f8955184a_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$469/0x0000000800f3daa0
21:36:27.800 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [63acb6fc-b103-4c35-9ecd-e34f8955184a_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
21:36:27.801 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [63acb6fc-b103-4c35-9ecd-e34f8955184a_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
