01:01:38.918 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,94] - De-registering from Nacos Server now...
01:01:38.938 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,114] - De-registration finished.
01:01:39.261 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
01:01:39.261 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@53544bb3[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
01:01:39.263 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1684076054479_127.0.0.1_61812
01:01:39.268 [nacos-grpc-client-executor-3522] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1684076054479_127.0.0.1_61812]Ignore complete event,isRunning:false,isAbandon=false
01:01:39.277 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@5d010c79[Running, pool size = 5, active threads = 0, queued tasks = 0, completed tasks = 3524]
01:01:45.155 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0
01:01:45.206 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 33 ms to scan 1 urls, producing 3 keys and 6 values 
01:01:45.237 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 17 ms to scan 1 urls, producing 4 keys and 9 values 
01:01:45.256 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 3 keys and 10 values 
01:01:45.273 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 1 keys and 5 values 
01:01:45.289 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 1 keys and 7 values 
01:01:45.308 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 2 keys and 8 values 
01:01:45.311 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
01:01:45.312 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$458/0x0000000800ee2a68
01:01:45.313 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$459/0x0000000800ee2c90
01:01:45.314 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
01:01:45.314 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
01:01:45.326 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
01:01:45.973 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1684083705777_127.0.0.1_51231
01:01:45.974 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0] Notify connected event to listeners.
01:01:45.975 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
01:01:45.975 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e8b95a6c-0884-418a-86b0-f8f070ef88fe_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$470/0x0000000800fe37b8
01:01:46.049 [main] INFO  c.c.m.m.RuoYiMonitorApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
01:01:47.264 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9100"]
01:01:47.264 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
01:01:47.264 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
01:01:47.413 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
01:01:47.944 [main] INFO  c.a.c.s.SentinelWebMvcConfigurer - [addInterceptors,52] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
01:01:48.754 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of ff124e24-c8c0-4b61-8847-0cee573a13c1
01:01:48.755 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ff124e24-c8c0-4b61-8847-0cee573a13c1] RpcClient init label, labels = {module=naming, source=sdk}
01:01:48.756 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [ff124e24-c8c0-4b61-8847-0cee573a13c1] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
